50000	15719495
75000	35366139
100000	63582207
125000	100603835
150000	144658775
175000	195565066
200000	255305176
225000	325761530
250000	404814196
275000	497555464
300000	579982445
325000	673563445
350000	783285939
375000	899472197
400000	1025981394
425000	1152850910
450000	1279875237
475000	1435130794
