50000	8614281
75000	19601583
100000	35406866
125000	54633987
150000	78906199
175000	103962731
200000	137900954
225000	179667141
250000	220367826
275000	265900486
300000	316949487
325000	375564948
350000	442136547
375000	506747474
400000	562680783
425000	634682908
450000	713314591
475000	793817645
500000	882963056
525000	966753181
550000	1056113240
575000	1150622460
