50000	11976801
75000	27026247
100000	45833942
125000	73621265
150000	105124219
175000	144128800
200000	187643668
225000	238584916
250000	300198952
275000	361415520
300000	434085910
325000	515520689
350000	601661285
375000	674174749
400000	767369178
425000	868844191
450000	978017227
475000	1083190831
500000	1190683246
525000	1313059812
